True,Pred,AbsDiff,RelErr
1.8823,1.8949,0.012575,0.67
1.5408,1.5614,0.020606,1.34
2.4592,2.4221,0.037129,1.51
3.5947,3.6782,0.083503,2.32
0.40531,0.39383,0.011475,2.83
3.0671,3.0569,0.010227,0.33
0.93287,0.94125,0.0083858,0.9
2.2198,2.1996,0.020205,0.91
1.7802,1.7964,0.016178,0.91
3.415,3.4214,0.0064328,0.19
0.58502,0.56096,0.024063,4.11
2.8165,2.8137,0.0027616,0.1
1.1835,1.1393,0.04422,3.74
0.49145,0.49024,0.0012123,0.25
3.5086,3.5144,0.0058854,0.17
1.3498,1.359,0.0092162,0.68
2.6502,2.6245,0.025664,0.97
1.637,1.6549,0.01792,1.09
2.363,2.3537,0.0092974,0.39
3.1363,3.1369,0.00063658,0.02
0.86375,0.88905,0.025301,2.93
