True,Pred,AbsDiff,RelErr
3.5947,3.7447,0.15005,4.17
0.40531,0.3107,0.09461,23.34
3.0671,3.1003,0.0332,1.08
0.93287,0.82975,0.10312,11.05
2.2198,2.2496,0.029796,1.34
1.7802,1.6896,0.090613,5.09
3.415,3.4127,0.0022516,0.07
0.58502,0.4684,0.11663,19.94
2.8165,2.7794,0.037062,1.32
1.1835,1.2726,0.08909,7.53
0.49145,0.55706,0.065608,13.35
3.5086,3.5119,0.0033913,0.1
1.3498,1.3849,0.035154,2.6
2.6502,2.6414,0.0087903,0.33
1.637,1.7525,0.11549,7.05
2.363,2.2063,0.15674,6.63
3.1363,3.1133,0.023,0.73
0.86375,0.85554,0.008207,0.95
