True,Pred,AbsDiff,RelErr
1.5408,1.513,0.027839,1.81
2.4592,2.4482,0.011034,0.45
3.5947,3.5361,0.058619,1.63
0.40531,0.36061,0.044701,11.03
3.0671,3.0777,0.010528,0.34
0.93287,0.90301,0.029857,3.2
2.2198,2.2028,0.017014,0.77
1.7802,1.7338,0.046472,2.61
3.415,3.3867,0.028295,0.83
0.58502,0.55182,0.033205,5.68
2.8165,2.8323,0.015785,0.56
1.1835,1.1672,0.016282,1.38
0.49145,0.51712,0.025669,5.22
3.5086,3.4606,0.047998,1.37
1.3498,1.3224,0.02744,2.03
2.6502,2.6381,0.012106,0.46
1.637,1.7038,0.066756,4.08
2.363,2.2537,0.10934,4.63
3.1363,3.1084,0.027817,0.89
0.86375,0.85316,0.010585,1.23
